,Word,Occurences
3462,гарпунники,2
3463,вигнанці,2
3464,позбавило,2
3465,сідлі,2
3466,шанси,2
3467,командири,2
3468,квітнути,2
3469,верес,2
3470,присвяти,2
3471,гарпуннику,2
3472,крылатом,2
3473,коне,2
3474,русь,2
3475,жизни,2
3476,червоної,2
3477,вогкими,2
3478,потонулих,2
3479,потонувших,2
3480,революции,2
3481,уривок,2
3482,вибухи,2
3483,божий,2
3484,богдан,2
3485,година,2
3486,обіруч,2
3487,впала,2
3488,п’ємо,2
3489,силу,2
3490,течуть,2
3491,знаком,2
3492,господні,2
3493,бували,2
3494,тихими,2
3495,великими,2
3496,огірки,2
3497,сини,2
3498,хлібом,2
3499,сусідські,2
3500,насіння,2
3501,розмовляти,2
3502,піском,2
3503,заповнює,2
3504,розповісти,2
3505,миска,2
3506,война,2
3507,достойна,2
3508,повний,2
3509,келишок,2
3510,білу,2
3511,парко,2
3512,парі,2
3513,острів,2
3514,будинків,2
3515,існують,2
3516,задля,2
3517,смертей,2
3518,лежати,2
3519,тримав,2
3520,демонів,2
3521,сідає,2
3522,хвостом,2
3523,гладить,2
3524,гострими,2
3525,висіла,2
3526,райцентр,2
3527,крамниці,2
3528,купці,2
3529,зимній,2
3530,машині,2
3531,місцевих,2
3532,лисячій,2
3533,грубі,2
3534,чекав,2
3535,вернутись,2
3536,весіль,2
3537,хворобами,2
3538,мостом,2
3539,колій,2
3540,поїзди,2
3541,електрички,2
3542,поїздами,2
3543,електричками,2
3544,заіржавілих,2
3545,лови,2
3546,горя,2
3547,схід,2
3548,кордон,2
3549,картон,2
3550,густі,2
3551,ста,2
3552,дідусь,2
3553,комусь,2
3554,росіє,2
3555,намалювати,2
3556,прісна,2
3557,солоній,2
3558,вівсянки,2
3559,просянки,2
3560,жмені,2
3561,носі,2
3562,потайки,2
3563,сірники,2
3564,гріють,2
3565,терпіти,2
3566,їсть,2
3567,шахтар,2
3568,втекла,2
3569,зосередженість,2
3570,піднімає,2
3571,перстень,2
3572,читає,2
3573,ото,2
3574,випадок,2
3575,борги,2
3576,повертають,2
3577,лопаток,2
3578,снуються,2
3579,сніжинки,2
3580,прапори,2
3581,гірка,2
3582,ковдрою,2
3583,великою,2
3584,текстів,2
3585,найчастіше,2
3586,показати,2
3587,пірати,2
3588,закон,2
3589,змін,2
3590,зміни,2
3591,чинить,2
3592,сила,2
3593,з’являються,2
3594,привів,2
3595,терпить,2
3596,аусвайсів,2
3597,звідкіля,2
3598,забирається,2
3599,сувої,2
3600,дими,2
3601,розуміємо,2
3602,узбереж,2
3603,тішить,2
3604,ідей,2
3605,хайку,2
3606,язика,2
3607,простирадла,2
3608,холодну,2
3609,дзвінкими,2
3610,збираються,2
3611,банку,2
3612,цілую,2
3613,столу,2
3614,теми,2
3615,стукає,2
3616,ступають,2
3617,нечутні,2
3618,останньої,2
3619,переслідує,2
3620,вір,2
3621,очікуванні,2
3622,газет,2
3623,тирси,2
3624,туго,2
3625,жадібно,2
3626,заняття,2
3627,автор,2
3628,справу,2
3629,абстракціями,2
3630,усвідомлені,2
3631,лікування,2
3632,іконах,2
3633,чудово,2
3634,керуватися,2
3635,письменників,2
3636,довколишньому,2
3637,довіряти,2
3638,шукають,2
3639,відповіді,2
3640,причини,2
3641,контролерів,2
3642,іронії,2
3643,особисто,2
3644,спробуємо,2
3645,втілює,2
3646,несправедливістю,2
3647,обмеження,2
3648,перевагу,2
3649,втілення,2
3650,свободи»,2
3651,сторінках,2
3652,принципи,2
3653,революціонерами,2
3654,незалежність,2
3655,уявлень,2
3656,певний,2
3657,скористатися,2
3658,ейнштейна,2
3659,«свобода,2
3660,кросворд,2
3661,вписати,2
3662,вважається,2
3663,суспільних,2
3664,футболки,2
3665,зображенням,2
3666,продаються,2
3667,че,2
3668,спадщина,2
3669,лишає,2
3670,реалізації,2
3671,мужності,2
3672,визнати,2
3673,внутрішню,2
3674,зовнішні,2
3675,вчився,2
3676,триматися,2
3677,тримаються,2
3678,якихось,2
3679,мета,2
3680,самодостатності,2
3681,тодішніх,2
3682,виникає,2
3683,незалежні,2
3684,вільні,2
3685,неконтрольовані,2
3686,ніким,2
3687,обмежень,2
3688,подібне,2
3689,мирних,2
3690,подібними,2
3691,починалося,2
3692,їхньої,2
3693,меншою,2
3694,кількістю,2
3695,суспільними,2
3696,уявленнями,2
3697,маргіналів,2
3698,стінами,2
3699,майстерень,2
3700,суспільної,2
3701,соціум,2
3702,претензій,2
3703,політиків,2
3704,пов’язані,2
3705,країну,2
3706,відповідає,2
3707,більшого,2
3708,мимоволі,2
3709,чином,2
3710,переконання,2
3711,простих,2
3712,приймають,2
3713,приватної,2
3714,машина,2
3715,тема,2
3716,століття,2
3717,сів,2
3718,статус,2
3719,вчинки,2
3720,лишилося,2
3721,говориться,2
3722,народжені,2
3723,рівень,2
3724,страхів,2
3725,тікають,2
3726,необхідно,2
3727,даність,2
3728,речам,2
3729,об’єктивна,2
3730,дивлюся,2
3731,нову,2
3732,народжених,2
3733,будь-що,2
3734,ієрархічність,2
3735,переконань,2
3736,порозуміння,2
3737,очевидні,2
3738,валізу,2
3739,трактувати,2
3740,природу,2
3741,приймає,2
3742,космосу,2
3743,варіанту,2
3744,свідчить,2
3745,усьому,2
3746,керуються,2
3747,маємо,2
3748,здатність,2
3749,нагадувати,2
3750,втім,2
3751,обурює,2
3752,буття,2
3753,свобод,2
3754,підтримувати,2
3755,реальності,2
3756,справедливості,2
3757,інстинкт,2
3758,самозбереження,2
3759,присутня,2
3760,ситуації,2
3761,керує,2
3762,слухаючи,2
3763,почутим,2
3764,сході,2
3765,надалі,2
3766,беручи,2
3767,лишаю,2
3768,зводиться,2
3769,іншої,2
3770,зору,2
3771,перестаю,2
3772,відмінність,2
3773,балансування,2
3774,метр,2
3775,ризикуєш,2
3776,рівновагу,2
3777,обов’язково,2
3778,важливих,2
3779,робили,2
3780,вміння,2
3781,складне,2
3782,вмій,2
3783,появи,2
3784,лякає,2
3785,подібного,2
3786,втрачаємо,2
3787,розвиватися,2
3788,ненавидіти,2
3789,готовими,2
3790,стані,2
3791,веду,2
3792,честь,2
3793,солідарність,2
3794,бажано,2
3795,традиційно,2
3796,привід,2
3797,супроводжує,2
3798,матиме,2
3799,думаємо,2
3800,супротивники,2
3801,кинути,2
3802,закинутий,2
3803,веселі,2
3804,досвіду,2
3805,юний,2
3806,вилиці,2
3807,слідів,2
3808,остапа,2
3809,ховаючи,2
3810,(коротка,2
3811,вмирають,2
3812,плечем,2
3813,стовбур,2
3814,баобаба),2
3815,вдох,2
3816,(короткая,2
3817,выдох,2
3818,всегда,2
3819,начало,2
3820,кам’яних,2
3821,біблії,2
3822,зніме,2
3823,відвага,2
3824,сурми,2
3825,падуть,2
3826,кварталах,2
3827,склад,2
3828,зжирає,2
3829,допомогти,2
3830,називати,2
3831,вокзалі,2
3832,приріжемо,2
3833,пацє,2
3834,кілометрів,2
3835,ікони,2
3836,золочені,2
3837,муляжі,2
3838,городину,2
3839,крамниць,2
3840,криниць,2
3841,біженці,2
3842,соняшникових,2
3843,волів,2
3844,таборах,2
3845,дратувати,2
3846,драконів,2
3847,прапорах,2
3848,вернуться,2
3849,прийдеш,2
3850,задимлених,2
3851,кухонь,2
3852,сонного,2
3853,осель,2
3854,долин,2
3855,заміських,2
3856,розмазане,2
3857,плацкартним,2
3858,холерна,2
3859,яма,2
3860,залита,2
3861,вапном,2
3862,криваве,2
3863,вимучені,2
3864,вартові,2
3865,прикордонних,2
3866,підстрелений,2
3867,листоноша,2
3868,мішком,2
3869,підвішений,2
3870,ребро,2
3871,безжурним,2
3872,смішком,2
3873,цвинтарна,2
3874,комендатур,2
3875,друковані,2
3876,коректур,2
3877,безкінечні,2
3878,переганяти,2
3879,тему,2
3880,власний,2
3881,втрачають,2
3882,дивно,2
3883,битись,2
3884,обриси,2
3885,зможете,2
3886,пальців,2
3887,віїі,2
3888,озеро,2
3889,нігті,2
3890,цукерки,2
3891,вчорашніх,2
3892,бажань,2
3893,береже,2
3894,навпростець,2
3895,валко,2
3896,зграє,2
3897,покору,2
3898,передай,2
3899,заліза,2
3900,зібраний,2
3901,прицілом,2
3902,горілим,2
3903,дзвінкі,2
3904,безтурботні,2
3905,торкались,2
3906,розкажуть,2
3907,могильні,2
3908,плити,2
3909,стискай,2
3910,лещата,2
3911,сповідувати,2
3912,причащати,2
3913,розкажи,2
3914,навмисно,2
3915,покарано,2
3916,новинах,2
3917,гідна,2
3918,розплата,2
3919,невинних,2
3920,потрапили,2
3921,уважніше,2
3922,пекельні,2
3923,діри,2
3924,мирянина,2
3925,символи,2
3926,пам’ятаєте,2
3927,приголосними,2
3928,голосними,2
3929,спокути,2
3930,властиво,2
3931,пощастило,2
3932,вокзалах,2
3933,виїхали,2
3934,школярі,2
3935,навчені,2
3936,смутку,2
3937,безнадії,2
3938,завадить,2
3939,зморшок,2
3940,павутина,2
3941,господню,2
3942,убивай,2
3943,спитаю,2
3944,поради,2
3945,залізничні,2
3946,кохання,2
3947,клопіт,2
3948,молодого,2
3949,рідна,2
3950,римується,2
3951,юнака,2
3952,дівчини,2
3953,хлопець,2
3954,автоматів,2
3955,пробував,2
3956,вуха,2
3957,мовчазний,2
3958,заходить,2
3959,азов,2
3960,стрімкий,2
3961,плоть,2
3962,приносять,2
3963,хлібні,2
3964,діво,2
3965,сріблом,2
3966,злотом,2
3967,розкушуй,2
3968,шкаралупу,2
3969,розкошах,2
3970,шовках,2
3971,погладжуючи,2
3972,якім,2
3973,втягує,2
3974,діву,2
3975,здобиччю,2
3976,прощатися,2
3977,наповнює,2
3978,широкого,2
3979,священні,2
3980,скрапує,2
3981,настійно,2
3982,непоказного,2
3983,збирає,2
3984,повними,2
3985,сніжними,2
3986,гребінцями,2
3987,зірвати,2
3988,ґвалтівник,2
3989,блакитними,2
3990,венами,2
3991,помережане,2
3992,суцільна,2
3993,невизначеність,2
3994,стираються,2
3995,умовні,2
3996,крутому,2
3997,схилі,2
3998,печатками,2
3999,пильності,2
4000,дорогий,2
4001,вигинається,2
4002,мандрагори,2
4003,б'ється,2
4004,впиваються,2
4005,залишають,2
4006,смиренно,2
4007,загадково,2
4008,теслі,2
4009,народиться,2
4010,збудує,2
4011,фронтової,2
4012,друже,2
4013,стількох,2
4014,додолу,2
4015,акуратно,2
4016,складені,2
4017,перестиглих,2
4018,обрієм,2
4019,кумедно,2
4020,блиску,2
4021,обладунків,2
4022,битого,2
4023,рве,2
4024,босі,2
4025,тягнеться,2
4026,держишь,2
4027,язык,2
4028,замке,2
4029,тот,2
4030,треносом,2
4031,термос,2
4032,тримаєш,2
4033,шукаєш,2
4034,порятунку,2
4035,рікою,2
4036,торбу,2
4037,монети,2
4038,квітневий,2
4039,осінній,2
4040,зимовий,2
4041,зимою,2
4042,королівство,2
4043,бувало,2
4044,загадки,2
4045,боки,2
4046,суворі,2
4047,короля,2
4048,хвороби,2
4049,зимового,2
4050,ліси,2
4051,заледве,2
4052,горіти,2
4053,чоло,2
4054,осядуть,2
4055,вії,2
4056,протесту,2
4057,незмінно,2
4058,смакує,2
4059,їжа,2
4060,сусідських,2
4061,шляхи,2
4062,адресатів,2
4063,запалений,2
4064,дихати,2
4065,важче,2
4066,мовчати,2
4067,вітрильник,2
4068,вицвілих,2
4069,озер,2
4070,несе,2
4071,тріскає,2
4072,шкірка,2
4073,районі,2
4074,царство,2
4075,ошалілі,2
4076,опадають,2
4077,здалеку,2
4078,атаку,2
4079,захисними,2
4080,вагою,2
4081,привіт,2
4082,справи,2
4083,парламент,2
4084,тіпа,2
4085,ворог,2
4086,падло,2
4087,третій,2
4088,блін,2
4089,ше,2
4090,подрімати,2
4091,гарний,2
4092,балтика,2
4093,купатися,2
4094,чуть,2
4095,татакати,2
4096,знайдеться,2
4097,сармат,2
4098,збірна,2
4099,взяв,2
4100,почалася,2
4101,школу,2
4102,українську,2
4103,робиш,2
4104,стріляєш,2
4105,бандерівці,2
4106,стріляні,2
4107,гільзи,2
4108,їж,2
4109,судячи,2
4110,мимо,2
4111,вболіваю,2
4112,карпати,2
4113,взагалі-то,2
4114,маріуполя,2
4115,купання,2
4116,нашою,2
4117,кажете,2
4118,пройдуть,2
4119,перемоги,2
4120,напевне,2
4121,шахтах,2
4122,вугілля,2
4123,підходь,2
4124,територію,2
4125,матюкатися,2
4126,дійшов,2
4127,окопів,2
4128,зброєю,2
4129,молодший,2
4130,суху,2
4131,помовчали,2
4132,подумали,2
4133,наступних,2
4134,ага,2
4135,чуємо,2
4136,поранені,2
4137,родинному,2
4138,котів,2
4139,відбити,2
4140,мерщій,2
4141,знаку,2
4142,пуповину,2
4143,чутно,2
4144,літака,2
4145,розбудити,2
4146,глечик,2
4147,докупи,2
4148,цвіт,2
4149,шматки,2
4150,ліжку,2
4151,переможе,2
4152,інеєм,2
4153,кроком,2
4154,розкидані,2
4155,степом,2
4156,шовкові,2
4157,деревах,2
4158,літер,2
4159,хаті,2
4160,міль,2
4161,підходять,2
4162,чоботи,2
4163,сухі,2
4164,опівночі,2
4165,листоноші,2
4166,борошно,2
4167,стукотом,2
4168,всесвіт,2
4169,годує,2
4170,житлові,2
4171,квартали,2
4172,природне,2
4173,потрапляють,2
4174,кімнати,2
4175,вокзали,2
4176,цивільні,2
4177,вибігають,2
4178,знаходять,2
4179,заляпані,2
4180,напередодні,2
4181,відвезли,2
4182,гарних,2
4183,іграшок,2
4184,родини,2
4185,охороняти,2
4186,щілину,2
4187,біжить,2
4188,господу,2
4189,оминути,2
4190,висоті,2
4191,залітає,2
4192,риють,2
4193,окопи,2
4194,коханих,2
4195,неприродно,2
4196,жито,2
4197,згорають,2
4198,ховрашки,2
4199,допомогу,2
4200,винні,2
4201,забиває,2
4202,виведи,2
4203,кусень,2
4204,холодного,2
4205,серцями,2
4206,залишиш,2
4207,жил,2
4208,сміятись,2
4209,сезон,2
4210,тями,2
4211,синь,2
4212,глухі,2
4213,хлопця,2
4214,української,2
4215,дах,2
4216,наді,2
4217,кордони,2
4218,сестрою,2
4219,металеві,2
4220,молитов,2
4221,перетворюється,2
4222,кожною,2
4223,самотні,2
4224,селфі,2
4225,спустошення,2
4226,погляді,2
4227,мертва,2
4228,перекладів,2
4229,надміру,2
4230,враз,2
4231,бачене,2
4232,гуркоче,2
4233,надцять,2
4234,стріляють,2
4235,донецьку,2
4236,колі,2
4237,звично,2
4238,бєльченко,2
4239,виростаєш,2
4240,гриб,2
4241,диханням,2
4242,грієш,2
4243,неляканих,2
4244,перехилившись,2
4245,байдарки,2
4246,хвоя,2
4247,пропікають,2
4248,наскрізь,2
4249,згубились,2
4250,грибниці,2
4251,метушня,2
4252,проводир,2
4253,присно,2
4254,сплеску,2
4255,плесі,2
4256,розряд,2
4257,пругкого,2
4258,грибний,2
4259,аромат,2
4260,первородства,2
4261,інструмент,2
4262,сходяться,2
4263,похмуро,2
4264,розривають,2
4265,проступить,2
4266,довгих,2
4267,дістає,2
4268,копаємо,2
4269,ховаємося,2
4270,забирайте,2
4271,пам’ятайте,2
4272,хочемо,2
4273,колінах,2
4274,гарячі,2
4275,гарячий,2
4276,губами,2
4277,(в,2
4278,квітів,2
4279,солодку,2
4280,пишемо,2
4281,мережах,2
4282,почерк,2
4283,пройшов,2
4284,почалось,2
4285,друзями,2
4286,торкаючись,2
4287,зшиває,2
4288,полотно,2
4289,цупкий,2
4290,татуювальнику,2
4291,наповнювати,2
4292,ховали,2
4293,яка-небудь,2
4294,наволоч,2
4295,залпом,2
4296,розміру,2
4297,займався,2
4298,музикою,2
4299,щодня,2
4300,мережі,2
4301,копати,2
4302,ями,2
4303,бинтами,2
4304,свіжа,2
4305,знеболювального,2
4306,йодом,2
4307,центрі,2
4308,грошей,2
4309,купити,2
4310,кращі,2
4311,хворі,2
4312,живеш,2
4313,росія,2
4314,хуйло,2
4315,мужик,2
4316,невдовзі,2
4317,тижнем,2
4318,лева,2
4319,юлія-ванда,2
4320,мусаковська,2
4321,світанки,2
4322,щоки,2
4323,черевиків,2
4324,нанівець,2
4325,сонно,2
4326,пошепки,2
4327,красной,2
4328,клена,2
4329,глядит,2
4330,мира,2
4331,век,2
4332,доме,2
4333,виходячи,2
4334,дасть,2
4335,греблі,2
4336,нової,2
4337,погані,2
4338,вказує,2
4339,розмова,2
4340,крокує,2
4341,чіпали,2
4342,удачу,2
4343,насильства,2
4344,потоку,2
4345,слабкість,2
4346,обурення,2
4347,гнів,2
4348,поганий,2
4349,подвір’ї,2
4350,яблуні,2
4351,пережив,2
4352,бореться,2
4353,постане,2
4354,скролиш,2
4355,біжать,2
4356,кава,2
4357,випав,2
4358,скляні,2
4359,новими,2
4360,залізо,2
4361,діра,2
4362,коняка,2
4363,зеркало,2
4364,леса,2
4365,лес,2
4366,наважденьем,2
4367,совсем,2
4368,область,2
4369,мужу,2
4370,школі,2
4371,крейда,2
4372,ймення,2
4373,пісок,2
4374,памяти,2
4375,любовь,2
4376,была,2
4377,тех,2
4378,руке,2
4379,глаза,2
4380,которых,2
4381,тисяча,2
4382,що-небудь,2
4383,мерцями,2
4384,говоритимеш,2
4385,спитай,2
4386,вбитих,2
4387,дякувати,2
4388,темне,2
4389,несеш,2
4390,зелений,2
4391,перетворень,2
4392,колесом,2
4393,визріває,2
4394,вдало,2
4395,винограду,2
4396,полині,2
4397,лист,2
4398,жнива,2
4399,ртуть,2
4400,читали,2
4401,зійде,2
4402,уламки,2
4403,народить,2
4404,смикаюся,2
4405,загибель,2
4406,беруть,2
4407,сексуальні,2
4408,здійснюється,2
4409,псує,2
4410,витраж,2
4411,себя,2
4412,глаз,2
4413,между,2
4414,помнит,2
4415,ад,2
4416,будда,2
4417,родина,2
4418,садится,2
4419,солнце,2
4420,риба,2
4421,курка,2
4422,погріб,2
4423,діда,2
4424,сергія,2
4425,зробила,2
4426,хокку,2
4427,дістала,2
4428,вікні,2
4429,дiвчинко,2
4430,дивишся,2
4431,ковтками,2
4432,адресат,2
4433,зробив,2
4434,тануть,2
4435,тяжкої,2
4436,кола,2
4437,зеленої,2
4438,куртки,2
4439,двірник,2
4440,курткою,2
4441,зеленою,2
4442,віти,2
4443,тремтять,2
4444,дев’ятеро,2
4445,улюблене,2
4446,синіх,2
4447,дірявих,2
4448,питають,2
4449,майці,2
4450,дитячій,2
4451,кавказ,2
4452,дротом,2
4453,дріт,2
4454,жила,2
4455,зберігав,2
4456,чужі,2
4457,літерами,2
4458,ранки,2
4459,входила,2
4460,сутінки,2
4461,бракує,2
4462,кордонів,2
4463,подивіться,2
4464,нервами,2
4465,казарми,2
4466,просвічують,2
4467,душами,2
4468,основи,2
4469,бідами,2
4470,планами,2
4471,загатою,2
4472,міцною,2
4473,надійною,2
4474,високою,2
4475,сталеве,2
4476,крону,2
4477,смоляна,2
4478,осіння,2
4479,наповнить,2
4480,мокру,2
4481,дюнами,2
4482,переховую,2
4483,огрому,2
4484,випадкового,2
4485,слухаєш,2
4486,дам,2
4487,важливе,2
4488,оминеш,2
4489,хустки,2
4490,прийду,2
4491,брови,2
4492,поверх,2
4493,пари,2
4494,тісто,2
4495,довгі,2
4496,київдо,2
4497,вух,2
4498,нібито,2
4499,вірив,2
4500,липка,2
4501,співчуття,2
4502,наповнюється,2
4503,тисяч,2
4504,теплих,2
4505,вчительки,2
4506,підіймає,2
4507,кільцями,2
4508,кільця,2
4509,«ти,2
4510,болючі,2
4511,зігріти,2
4512,наповнені,2
4513,міняється,2
4514,скрадаються,2
4515,розвідники,2
4516,могилах,2
4517,нори,2
4518,дуб,2
4519,ґрунті,2
4520,щаслива,2
4521,місіма,2
4522,жолудь,2
4523,наступив,2
4524,снарядами,2
4525,осенних,2
4526,полях,2
4527,тотем,2
4528,однажды,2
4529,повне,2
4530,говоритимуть,2
4531,нігтем,2
4532,обертаємось,2
4533,мертвою,2
4534,вкладає,2
4535,неодмінно,2
4536,попросить,2
4537,зривається,2
4538,гойдайте,2
4539,гойдай,2
4540,комиш,2
4541,ланцюга,2
4542,гуркотом,2
4543,краків'янки,2
4544,дражнять,2
4545,шелестять,2
4546,коні,2
4547,повітряні,2
4548,паузах,2
4549,мертвими,2
4550,змові,2
4551,(нас),2
4552,м'ясом,2
4553,яйця,2
4554,книжку,2
4555,віршами,2
4556,побережи,2
4557,обрії,2
4558,роги,2
4559,бах,2
4560,підірвав,2
4561,волосинку,2
4562,лавочці,2
4563,хустину,2
4564,втрималась,2
4565,красиві,2
4566,навік,2
4567,квартиру,2
4568,дракона,2
4569,дитини,2
4570,пелюстки,2
4571,межа,2
4572,скалка,2
4573,тихий,2
4574,стелі,2
4575,шепоту,2
4576,коси,2
4577,вслухайся,2
4578,сходах,2
4579,волоській,2
4580,довговусий,2
4581,смітниками,2
4582,знаюся,2
4583,кицьками,2
4584,хорива,2
4585,муркотлива,2
4586,сіре,2
4587,клубком,2
4588,коти,2
4589,ходила,2
4590,фотографія,2
4591,кидайте,2
4592,звик,2
4593,лишитися,2
4594,погадай,2
4595,андрія,2
4596,памороззю,2
4597,миша,2
4598,цілі,2
4599,волоссям,2
4600,здобич,2
4601,звіря,2
4602,спина,2
4603,коридори,2
4604,небесний,2
4605,чиєсь,2
4606,б'є,2
4607,батьківщини,2
4608,стирай,2
4609,пали,2
4610,усю,2
4611,червоними,2
4612,життями,2
4613,розкриває,2
4614,прощальний,2
4615,збірки,2
4616,вашій,2
4617,будуй,2
4618,звикай,2
4619,брила,2
4620,брили,2
4621,цвяху,2
4622,ромко,2
4623,стебел,2
4624,крони,2
4625,готуються,2
4626,дельти,2
4627,ластівки,2
4628,прилітають,2
4629,меблі,2
4630,грунти,2
4631,прокачується,2
4632,залізниці,2
4633,проповідники,2
4634,срібним,2
4635,змінюється,2
4636,уперше,2
4637,сірої,2
4638,зони,2
4639,волоссі,2
4640,дорослі,2
4641,годують,2
4642,травня,2
4643,платформі,2
4644,нерухоме,2
4645,подихів,2
4646,тканини,2
4647,зникло,2
4648,десятками,2
4649,поділитися,2
4650,лишити,2
4651,цілуйся,2
4652,сварка,2
4653,закінчилось,2
4654,димів,2
4655,прохолода,2
4656,наповнене,2
4657,одягом,2
4658,відзначає,2
4659,вогняний,2
4660,кимось,2
4661,сусідів,2
4662,завершиться,2
4663,відходить,2
4664,розповідає,2
4665,твердо,2
4666,погляду,2
4667,розбирається,2
4668,легкість,2
4669,тарілку,2
4670,обривається,2
4671,завмирає,2
4672,страшний,2
4673,ранкове,2
4674,пакетом,2
4675,паузу,2
4676,підходить,2
4677,пакет,2
4678,голився,2
4679,сталь,2
4680,схиб,2
4681,рухів,2
4682,спробуй,2
4683,пачовський,2
4684,межами,2
4685,торбою,2
4686,вздрів,2
4687,село,2
4688,побачив,2
4689,їсти”,2
4690,гад,2
4691,вагітні,2
4692,гетьмана,2
4693,чолі,2
4694,кликали,2
4695,зняв,2
4696,хліба”,2
4697,рачки,2
4698,крикнув,2
4699,москву,2
4700,привезе,2
4701,вал,2
4702,першу,2
4703,трупа,2
4704,дивіться,2
4705,поночі,2
4706,ритм,2
4707,задихнутись,2
4708,сонячні,2
4709,здивування,2
4710,надійде,2
4711,коридорів,2
4712,чоловічих,2
4713,добути,2
4714,важить,2
4715,написані,2
4716,пояснили,2
4717,змінили,2
4718,лікуй,2
4719,шанс,2
4720,пси,2
4721,закривати,2
4722,відкладати,2
4723,недочитані,2
4724,складними,2
4725,жінко,2
4726,побачити,2
4727,соняшників,2
4728,річкового,2
4729,порожніх,2
4730,забота,2
4731,сшить,2
4732,большой,2
4733,флаг,2
4734,им,2
4735,накроем,2
4736,убитых,2
4737,умерших,2
4738,самостоятельно,2
4739,жестких,2
4740,кроватях,2
4741,павших,2
4742,смертью,2
4743,героя,2
4744,священной,2
4745,войне,2
4746,бердичеве,2
4747,мишу,2
4748,впрочем,2
4749,со,2
4750,пять,2
4751,янкеле,2
4752,виростемо,2
4753,спи-засинай,2
4754,дорослими,2
4755,трапилось,2
4756,друзі-дерева,2
4757,мороці,2
4758,берегову,2
4759,лінію,2
4760,спроби,2
4761,тривога,2
4762,стависьком,2
4763,сяйвом,2
4764,надламується,2
4765,гілка,2
4766,силабіка,2
4767,вкласти,2
4768,фарбу,2
4769,гілками,2
4770,нагоду,2
4771,кораблів,2
4772,журавлиний,2
4773,довіра,2
4774,мис,2
4775,парус,2
4776,похорону,2
4777,темним,2
4778,гір,2
4779,сяйві,2
4780,шурхіт,2
4781,декомунізувати,2
4782,набувають,2
4783,відступати,2
4784,сухий,2
4785,тютюн,2
4786,купи,2
4787,бояться,2
4788,щоці,2
4789,грудьми,2
4790,підіймала,2
4791,розчахнуто,2
4792,холодом,2
4793,листопадове,2
4794,передчувати,2
4795,називається,2
4796,самураїв,2
4797,гімно,2
4798,базарі,2
4799,полюбив,2
4800,жінкам,2
4801,катябльостка,2
4802,добираю,2
4803,вихоплює,2
4804,прощаються,2
4805,роси,2
4806,освідчень,2
4807,відповідають,2
4808,переходу,2
4809,зважуватися,2
4810,порожнє,2
4811,будинком,2
4812,продовжую,2
4813,містами,2
4814,глибину,2
4815,річища,2
4816,співом,2
4817,сперечатися,2
4818,нитка,2
4819,затихають,2
4820,відважно,2
4821,запізно,2
4822,українське,2
4823,складають,2
4824,дух,2
4825,кімнатах,2
4826,тривала,2
4827,двадцятому,2
4828,столітті,2
4829,ранкову,2
4830,білорусь,2
4831,зауважуєш,2
4832,мелодії,2
4833,безмір,2
4834,найменшого,2
4835,річку,2
4836,нехитрі,2
4837,радісне,2
4838,печальне,2
4839,мічені,2
4840,перспектива,2
4841,карнегі,2
4842,могла,2
4843,користь,2
4844,місту,2
4845,згадуймо,2
4846,піддашші,2
4847,колеса,2
4848,зарано,2
4849,могуття,2
4850,сило,2
4851,почув,2
4852,правдою,2
4853,пам‘ять,2
4854,ку,2
4855,попередили,2
4856,«слово»,2
4857,відчай,2
4858,попередить,2
4859,учора,2
4860,сльозу,2
4861,витру,2
4862,помалу,2
4863,лив,2
4864,їдеш,2
4865,торкатись,2
4866,знімала,2
4867,поміч,2
4868,клеїти,2
4869,клеєння,2
4870,ласти,2
4871,cказати,1
4872,якомога,1
4873,чесніше,1
4874,покладаючись,1
4875,вишитих,1
4876,гамівних,1
4877,сорочок,1
4878,пишних,1
4879,церковно-гастрономічних,1
4880,обрядів,1
4881,дуль,1
4882,видаємо,1
4883,сіл,1
4884,містечок,1
4885,скраю,1
4886,вояків,1
4887,китайок,1
4888,навезених,1
4889,китаю,1
4890,безжально,1
4891,ховаючись,1
4892,сягаючи,1
4893,славу,1
4894,дідів,1
4895,хусточку,1
4896,патріотичних,1
4897,соплів,1
4898,втікаючи,1
4899,тужливу,1
4900,буква,1
4901,територія,1
4902,зректися,1
4903,тесля,1
4904,колоди,1
4905,тесати,1
4906,хреста,1
4907,віддати,1
4908,належу,1
4909,довіку,1
4910,глухими,1
4911,шляхами,1
4912,розорюю,1
4913,я-ми,1
4914,ямихайку,1
4915,рукавах,1
4916,лісистим,1
4917,хребтом,1
4918,простий,1
4919,пообіцяти,1
4920,качу,1
4921,тисині,1
4922,провалився,1
4923,вечерю,1
4924,мужам,1
4925,виселять,1
4926,середи,1
4927,заведе,1
4928,прямим,1
4929,кочерга,1
4930,четвергавіршик,1
4931,(обережно,1
4932,жорстка,1
4933,лексика),1
4934,здрастуй,1
4935,дєдушка,1
4936,бодун,1
4937,сніданок,1
4938,блюу,1
4939,найпершу,1
4940,льодоставу,1
4941,прибився,1
4942,перейшовши,1
4943,покірно,1
4944,лизав,1
4945,правицю,1
4946,розпікалася,1
4947,летів,1
4948,обминали,1
4949,живого,1
4950,м’ясива,1
4951,ласі,1
4952,дотяглася,1
4953,найглухішої,1
4954,кликано,1
4955,обираєш,1
4956,вдихаєш,1
4957,зграєю,1
4958,напівопустивши,1
4959,поклику,1
